Date,State,TotalSamples,Negative,Positive
6/4/2020,Andhra Pradesh,413733,409621,3377
6/5/2020,Andhra Pradesh,423564,419314,3427
6/6/2020,Andhra Pradesh,436335,431875,3588
6/7/2020,Andhra Pradesh,454030,449371,3718
6/8/2020,Andhra Pradesh,468276,463463,3843
6/9/2020,Andhra Pradesh,483361,478332,3990
6/10/2020,Andhra Pradesh,498716,493469,4126
6/11/2020,Andhra Pradesh,510318,504889,4261
6/12/2020,Andhra Pradesh,522093,516457,4402
6/13/2020,Andhra Pradesh,536570,530712,4588
6/14/2020,Andhra Pradesh,552202,546050,4841
6/15/2020,Andhra Pradesh,567375,560919,5087
6/16/2020,Andhra Pradesh,583286,576566,5280
6/17/2020,Andhra Pradesh,598474,591403,5555
6/18/2020,Andhra Pradesh,612397,604901,5854
6/19/2020,Andhra Pradesh,630006,622045,7961
6/20/2020,Andhra Pradesh,652377,643925,8452
6/21/2020,Andhra Pradesh,676828,667899,8929
6/22/2020,Andhra Pradesh,693548,684176,9372
6/23/2020,Andhra Pradesh,714187,704353,9834
6/24/2020,Andhra Pradesh,750234,739903,10331
6/25/2020,Andhra Pradesh,769319,758435,10884
6/26/2020,Andhra Pradesh,791624,780135,11489
6/27/2020,Andhra Pradesh,816082,803797,12285
6/28/2020,Andhra Pradesh,841860,828762,13098
6/29/2020,Andhra Pradesh,872076,858185,13891
6/30/2020,Andhra Pradesh,890190,875595,14595
7/1/2020,Andhra Pradesh,918429,903177,15252
7/2/2020,Andhra Pradesh,932713,916616,16097
7/3/2020,Andhra Pradesh,971611,954677,16934
7/4/2020,Andhra Pradesh,996573,978874,17699
7/5/2020,Andhra Pradesh,1017140,998443,18697
7/6/2020,Andhra Pradesh,1033852,1013833,20019
7/7/2020,Andhra Pradesh,1050090,1028897,21197
7/8/2020,Andhra Pradesh,1077733,1055474,22259
7/9/2020,Andhra Pradesh,1094615,1070801,23814
7/10/2020,Andhra Pradesh,1115635,1090213,25422
7/11/2020,Andhra Pradesh,1136225,1108990,27235
7/12/2020,Andhra Pradesh,1153849,1124681,29168
7/13/2020,Andhra Pradesh,1173096,1141993,31103
7/14/2020,Andhra Pradesh,1195766,1162747,33019
7/15/2020,Andhra Pradesh,1217963,1182512,35451
7/16/2020,Andhra Pradesh,1240267,1202223,38044
7/17/2020,Andhra Pradesh,1260512,1219866,40646
7/18/2020,Andhra Pradesh,1284384,1239775,44609
7/19/2020,Andhra Pradesh,1315532,1265882,49650
7/20/2020,Andhra Pradesh,1349112,1295388,53724
7/21/2020,Andhra Pradesh,1386274,1327606,58668
7/22/2020,Andhra Pradesh,1435827,1371114,64713
7/23/2020,Andhra Pradesh,1493879,1421168,72711
7/24/2020,Andhra Pradesh,1541993,1461135,80858
7/25/2020,Andhra Pradesh,1595674,1507003,88671
7/26/2020,Andhra Pradesh,1643319,1547021,96298
7/27/2020,Andhra Pradesh,1686446,1584097,102349
7/28/2020,Andhra Pradesh,1749425,1639128,110297
7/29/2020,Andhra Pradesh,1820009,1699619,120390
7/30/2020,Andhra Pradesh,1890077,1759520,130557
7/31/2020,Andhra Pradesh,1951776,1810843,140933
8/1/2020,Andhra Pradesh,2012573,1862364,150209
8/2/2020,Andhra Pradesh,2065407,1906643,158764
8/3/2020,Andhra Pradesh,2110923,1944337,166586
8/4/2020,Andhra Pradesh,2175070,1998737,176333
8/5/2020,Andhra Pradesh,2235646,2049185,186461
8/6/2020,Andhra Pradesh,2299332,2102543,196789
8/7/2020,Andhra Pradesh,2362270,2155310,206960
8/8/2020,Andhra Pradesh,2424393,2207353,217040
8/9/2020,Andhra Pradesh,2487305,2259445,227860
8/10/2020,Andhra Pradesh,2534304,2298779,235525
8/11/2020,Andhra Pradesh,2592619,2348070,
8/12/2020,Andhra Pradesh,2649767,2395621,
8/13/2020,Andhra Pradesh,2705459,2441317,
8/14/2020,Andhra Pradesh,2758485,2485400,
8/15/2020,Andhra Pradesh,2812197,2530380,
8/16/2020,Andhra Pradesh,2860943,2571114,
8/17/2020,Andhra Pradesh,2905521,2608912,
8/18/2020,Andhra Pradesh,2961611,2658245,
8/19/2020,Andhra Pradesh,3019296,2703293,
8/20/2020,Andhra Pradesh,3074847,2749451,
8/21/2020,Andhra Pradesh,3129857,2794917,
8/22/2020,Andhra Pradesh,3191326,2846110,
8/23/2020,Andhra Pradesh,3238038,2884927,
8/24/2020,Andhra Pradesh,3292501,2930789,
8/25/2020,Andhra Pradesh,3356852,2985213,
8/26/2020,Andhra Pradesh,3418690,3036221,
8/27/2020,Andhra Pradesh,3479990,3086900,
8/28/2020,Andhra Pradesh,3541321,3137705,
8/29/2020,Andhra Pradesh,3603345,3189181,
8/30/2020,Andhra Pradesh,3666422,3241655,
8/31/2020,Andhra Pradesh,3722912,3288141,
9/1/2020,Andhra Pradesh,3782746,3337607,
9/2/2020,Andhra Pradesh,3843550,3388019,
9/3/2020,Andhra Pradesh,3905775,3442940,
9/4/2020,Andhra Pradesh,3965694,3492083,
9/5/2020,Andhra Pradesh,4035317,3547986,
9/6/2020,Andhra Pradesh,4107890,3612660,
9/7/2020,Andhra Pradesh,4166077,3659584,
9/8/2020,Andhra Pradesh,4237070,3719976,
9/9/2020,Andhra Pradesh,4308762,3781250,
9/10/2020,Andhra Pradesh,4380991,3843304,
9/11/2020,Andhra Pradesh,4452128,3904442,
9/12/2020,Andhra Pradesh,4527593,3970006,
9/13/2020,Andhra Pradesh,4599826,4032703,
9/14/2020,Andhra Pradesh,4661355,4086276,
9/15/2020,Andhra Pradesh,4731866,4147941,
9/16/2020,Andhra Pradesh,4806879,4214119,
9/17/2020,Andhra Pradesh,4884371,4282909,
9/18/2020,Andhra Pradesh,4959081,4349523,
9/19/2020,Andhra Pradesh,5033676,,
9/20/2020,Andhra Pradesh,5104131,,
9/21/2020,Andhra Pradesh,5160700,4528951,
9/22/2020,Andhra Pradesh,5229529,4590227,
9/23/2020,Andhra Pradesh,5302367,4655837,
9/24/2020,Andhra Pradesh,5378367,4723982,
9/25/2020,Andhra Pradesh,5447796,4786338,
9/26/2020,Andhra Pradesh,5523786,4855035,
9/27/2020,Andhra Pradesh,5600202,4924528,
9/28/2020,Andhra Pradesh,5666323,4985162,
9/29/2020,Andhra Pradesh,5734752,5047401,
9/30/2020,Andhra Pradesh,5806558,5113074,
10/1/2020,Andhra Pradesh,5878135,5177900,
10/2/2020,Andhra Pradesh,5948534,5241744,
10/3/2020,Andhra Pradesh,6021395,5308381,
10/4/2020,Andhra Pradesh,6094206,,
10/5/2020,Andhra Pradesh,6150351,5426839,
10/6/2020,Andhra Pradesh,6216240,5486933,
10/7/2020,Andhra Pradesh,6283009,5548582,
10/8/2020,Andhra Pradesh,6349953,5610234,
10/9/2020,Andhra Pradesh,6420474,5675610,
10/10/2020,Andhra Pradesh,6494099,,
10/11/2020,Andhra Pradesh,6569616,5813889,
10/12/2020,Andhra Pradesh,6630728,5871777,
10/13/2020,Andhra Pradesh,6702810,5939237,
10/14/2020,Andhra Pradesh,6772273,6004808,
10/15/2020,Andhra Pradesh,6846040,6074537,
10/16/2020,Andhra Pradesh,6920377,6144907,
10/17/2020,Andhra Pradesh,6991258,6212112,
10/18/2020,Andhra Pradesh,7066203,6283071,
10/19/2020,Andhra Pradesh,7127533,6341483,
10/20/2020,Andhra Pradesh,7196628,6407075,
10/21/2020,Andhra Pradesh,7271050,6477751,
10/22/2020,Andhra Pradesh,7347776,6550857,
10/23/2020,Andhra Pradesh,7428014,6627330,
10/24/2020,Andhra Pradesh,7502933,,
10/25/2020,Andhra Pradesh,7570352,,
10/26/2020,Andhra Pradesh,7621896,,
10/27/2020,Andhra Pradesh,7696653,6884828,
10/28/2020,Andhra Pradesh,7773681,6958907,
10/29/2020,Andhra Pradesh,7862459,7044780,
10/30/2020,Andhra Pradesh,7946860,7126295,
10/31/2020,Andhra Pradesh,8028905,,
11/1/2020,Andhra Pradesh,8117685,,
11/2/2020,Andhra Pradesh,8182266,7354384,
11/3/2020,Andhra Pradesh,8266800,7436069,
11/4/2020,Andhra Pradesh,8342265,7509057,
11/5/2020,Andhra Pradesh,8427629,7591676,
11/6/2020,Andhra Pradesh,8507230,7668867,
11/7/2020,Andhra Pradesh,8587312,,
11/8/2020,Andhra Pradesh,8663975,7821008,
11/9/2020,Andhra Pradesh,8725025,7880666,
11/10/2020,Andhra Pradesh,8792935,7946690,
11/11/2020,Andhra Pradesh,8863340,8015363,
11/12/2020,Andhra Pradesh,8940488,8090783,
11/13/2020,Andhra Pradesh,9021225,,
11/14/2020,Andhra Pradesh,9101048,,
11/15/2020,Andhra Pradesh,9154263,,
11/16/2020,Andhra Pradesh,9197307,8342543,
11/17/2020,Andhra Pradesh,9264085,8407926,
11/18/2020,Andhra Pradesh,9333703,8476308,
11/19/2020,Andhra Pradesh,9408868,8550157,
11/20/2020,Andhra Pradesh,9474870,8614938,
11/21/2020,Andhra Pradesh,9543177,,
11/22/2020,Andhra Pradesh,9615090,,
11/23/2020,Andhra Pradesh,9662220,8799462,
11/24/2020,Andhra Pradesh,9727321,8863478,
11/25/2020,Andhra Pradesh,9788047,8923373,
11/26/2020,Andhra Pradesh,9855316,8989611,
11/27/2020,Andhra Pradesh,9913068,9046630,
11/28/2020,Andhra Pradesh,9962416,9095353,
11/29/2020,Andhra Pradesh,10017126,,
11/30/2020,Andhra Pradesh,10057854,,
12/1/2020,Andhra Pradesh,10109708,9240959,
12/2/2020,Andhra Pradesh,10166696,9297284,
12/3/2020,Andhra Pradesh,10229745,9359669,
12/4/2020,Andhra Pradesh,10293151,,
12/5/2020,Andhra Pradesh,10350283,,
12/6/2020,Andhra Pradesh,10410612,,
12/7/2020,Andhra Pradesh,10453618,9581330,
12/8/2020,Andhra Pradesh,10509805,,
12/9/2020,Andhra Pradesh,10570843,,
12/10/2020,Andhra Pradesh,10635197,,
12/11/2020,Andhra Pradesh,10699622,9359669,
12/12/2020,Andhra Pradesh,10767117,,
12/13/2020,Andhra Pradesh,10830990,9955459,
12/14/2020,Andhra Pradesh,10875925,10000089,
12/15/2020,Andhra Pradesh,10937377,10061041,
12/16/2020,Andhra Pradesh,11001476,10124662,
12/17/2020,Andhra Pradesh,11065297,10187949,
12/18/2020,Andhra Pradesh,11134359,10256553,
12/19/2020,Andhra Pradesh,11196574,,
12/20/2020,Andhra Pradesh,11260810,,
12/21/2020,Andhra Pradesh,11301105,10422168,
12/22/2020,Andhra Pradesh,11357530,10478191,
12/23/2020,Andhra Pradesh,11415249,10535528,
12/24/2020,Andhra Pradesh,11474797,10594722,
12/25/2020,Andhra Pradesh,11531206,10650776,
12/26/2020,Andhra Pradesh,11574117,10693405,
12/27/2020,Andhra Pradesh,11620503,,
12/28/2020,Andhra Pradesh,11657884,,
12/29/2020,Andhra Pradesh,11708678,10827079,
12/30/2020,Andhra Pradesh,11764418,10882470,
12/31/2020,Andhra Pradesh,11825566,10943280,
1/1/2021,Andhra Pradesh,11884085,11001473,
1/2/2021,Andhra Pradesh,11932603,11049753,
1/3/2021,Andhra Pradesh,11972780,11089698,
1/4/2021,Andhra Pradesh,12002494,11119284,
1/5/2021,Andhra Pradesh,12053914,11170327,
1/6/2021,Andhra Pradesh,12105121,11221245,
1/7/2021,Andhra Pradesh,12164531,11280360,
1/8/2021,Andhra Pradesh,12224202,12224202,
1/9/2021,Andhra Pradesh,12274647,,
1/10/2021,Andhra Pradesh,12324674,,
1/11/2021,Andhra Pradesh,12355607,11470570,
1/12/2021,Andhra Pradesh,12396593,11511359,
1/13/2021,Andhra Pradesh,12441272,,
1/14/2021,Andhra Pradesh,12482943,11597327,
1/15/2021,Andhra Pradesh,12514639,11628929,
1/16/2021,Andhra Pradesh,12540181,,
1/17/2021,Andhra Pradesh,12576272,,
1/18/2021,Andhra Pradesh,12604214,,
1/19/2021,Andhra Pradesh,12643313,11757068,
1/20/2021,Andhra Pradesh,12690165,11803747,
1/21/2021,Andhra Pradesh,12739648,11853091,
1/22/2021,Andhra Pradesh,12787961,11901267,
1/23/2021,Andhra Pradesh,12831731,11944879,
1/24/2021,Andhra Pradesh,12876113,11989103,
1/25/2021,Andhra Pradesh,12903830,12016764,
1/26/2021,Andhra Pradesh,12942153,12054915,
1/27/2021,Andhra Pradesh,12975961,12088612,
1/28/2021,Andhra Pradesh,13012150,12124684,
1/29/2021,Andhra Pradesh,13054959,12167368,
1/30/2021,Andhra Pradesh,13095962,,
1/31/2021,Andhra Pradesh,13137872,,
2/1/2021,Andhra Pradesh,13159794,12271894,
2/2/2021,Andhra Pradesh,13189103,12301099,
2/3/2021,Andhra Pradesh,13214548,12326449,
2/4/2021,Andhra Pradesh,13242802,12354624,
2/5/2021,Andhra Pradesh,13276678,12388403,
2/6/2021,Andhra Pradesh,13311542,12423192,
2/7/2021,Andhra Pradesh,13345522,,
2/8/2021,Andhra Pradesh,13367616,12479131,
2/9/2021,Andhra Pradesh,13394460,12505905,
2/10/2021,Andhra Pradesh,13422878,12534273,
2/11/2021,Andhra Pradesh,13453405,12564713,
2/12/2021,Andhra Pradesh,13484025,12595265,
2/13/2021,Andhra Pradesh,13517440,,
2/14/2021,Andhra Pradesh,13546228,,
2/15/2021,Andhra Pradesh,13565062,12676163,
2/16/2021,Andhra Pradesh,13589373,12700414,
2/17/2021,Andhra Pradesh,13615847,12726837,
2/18/2021,Andhra Pradesh,13644086,12755009,
2/19/2021,Andhra Pradesh,13670612,12781456,
2/20/2021,Andhra Pradesh,13697048,,
2/21/2021,Andhra Pradesh,13728728,12839430,
2/22/2021,Andhra Pradesh,13746985,12857646,
2/23/2021,Andhra Pradesh,13775253,12888739,
2/24/2021,Andhra Pradesh,13807747,,
2/25/2021,Andhra Pradesh,13843190,12953605,
2/26/2021,Andhra Pradesh,13877968,,
2/27/2021,Andhra Pradesh,13915009,13025210,
2/28/2021,Andhra Pradesh,13954131,13064215,
3/1/2021,Andhra Pradesh,13974400,13084426,
3/2/2021,Andhra Pradesh,14010204,13120124,
3/3/2021,Andhra Pradesh,14047174,13156959,
3/4/2021,Andhra Pradesh,14092251,13201934,
3/5/2021,Andhra Pradesh,14143911,13253470,
3/6/2021,Andhra Pradesh,14190477,,
3/7/2021,Andhra Pradesh,14236179,13345487,
3/8/2021,Andhra Pradesh,14262086,13371320,
3/9/2021,Andhra Pradesh,14307165,13416281,
3/10/2021,Andhra Pradesh,14356138,13465134,
3/11/2021,Andhra Pradesh,14403941,13512763,
3/12/2021,Andhra Pradesh,14448650,13557262,
3/13/2021,Andhra Pradesh,14489098,13597535,
3/14/2021,Andhra Pradesh,14534762,,
3/15/2021,Andhra Pradesh,14557366,13665358,
3/16/2021,Andhra Pradesh,14580783,13688514,
3/17/2021,Andhra Pradesh,14611499,13718977,
3/18/2021,Andhra Pradesh,14642664,13749924,
3/19/2021,Andhra Pradesh,14674210,13781224,
3/20/2021,Andhra Pradesh,14705188,13811822,
3/21/2021,Andhra Pradesh,14736326,13842592,
3/22/2021,Andhra Pradesh,14771701,13877657,
3/23/2021,Andhra Pradesh,14805335,13910799,
3/24/2021,Andhra Pradesh,14840401,13945280,
3/25/2021,Andhra Pradesh,14875597,13979718,
3/26/2021,Andhra Pradesh,14916201,14019338,
3/27/2021,Andhra Pradesh,14958897,,
3/28/2021,Andhra Pradesh,14990039,14091224,
3/29/2021,Andhra Pradesh,15021364,14121552,
3/30/2021,Andhra Pradesh,15052215,,
3/31/2021,Andhra Pradesh,15083179,14181190,
4/1/2021,Andhra Pradesh,15114988,14211728,
4/2/2021,Andhra Pradesh,15146104,14241556,
4/3/2021,Andhra Pradesh,15177364,14271418,
4/4/2021,Andhra Pradesh,15208436,14300760,
4/5/2021,Andhra Pradesh,15239114,14330112,
4/6/2021,Andhra Pradesh,15270771,14359828,
4/7/2021,Andhra Pradesh,15302583,14389309,
4/8/2021,Andhra Pradesh,15333851,14418019,
4/9/2021,Andhra Pradesh,15365743,14447176,
4/10/2021,Andhra Pradesh,15397672,14475766,
4/11/2021,Andhra Pradesh,15429391,14503990,
4/12/2021,Andhra Pradesh,15463146,14534482,
4/13/2021,Andhra Pradesh,15498728,14565836,
4/14/2021,Andhra Pradesh,15534460,14597411,
4/15/2021,Andhra Pradesh,15570201,14628066,
4/16/2021,Andhra Pradesh,15606163,14657932,
4/17/2021,Andhra Pradesh,15642070,14686615,
4/18/2021,Andhra Pradesh,15677992,14715955,
4/19/2021,Andhra Pradesh,15715757,14747757,
4/20/2021,Andhra Pradesh,15753679,14776692,
4/21/2021,Andhra Pradesh,15793298,14806595,
4/22/2021,Andhra Pradesh,15835169,14837707,
4/23/2021,Andhra Pradesh,15880750,14871522,
4/24/2021,Andhra Pradesh,15931722,14910796,
4/25/2021,Andhra Pradesh,15994607,14961047,
4/26/2021,Andhra Pradesh,16068648,15025207,
4/27/2021,Andhra Pradesh,16143083,15088208,
4/28/2021,Andhra Pradesh,16217831,15148287,
4/29/2021,Andhra Pradesh,16303866,15219530,
4/30/2021,Andhra Pradesh,16390360,15288670,
5/1/2021,Andhra Pradesh,16488574,15367472,
5/2/2021,Andhra Pradesh,16602873,15457851,
5/3/2021,Andhra Pradesh,16718148,15554154,
5/4/2021,Andhra Pradesh,16833932,15649904,
5/5/2021,Andhra Pradesh,16950299,15744067,
5/6/2021,Andhra Pradesh,17060446,15832260,
5/7/2021,Andhra Pradesh,17160870,15915496,
5/8/2021,Andhra Pradesh,17262441,15991002,
5/9/2021,Andhra Pradesh,17367935,16080332,
5/10/2021,Andhra Pradesh,17428059,16125470,
5/11/2021,Andhra Pradesh,17514937,16192003,
5/12/2021,Andhra Pradesh,17605687,16261301,
5/13/2021,Andhra Pradesh,17702133,16335348,
5/14/2021,Andhra Pradesh,17791220,16402417,
5/15/2021,Andhra Pradesh,17880755,16469435,
5/16/2021,Andhra Pradesh,17975305,16539814,
5/17/2021,Andhra Pradesh,18049054,16595002,
5/18/2021,Andhra Pradesh,18140307,16664935,
5/19/2021,Andhra Pradesh,18241637,16743105,
5/20/2021,Andhra Pradesh,18342918,16821776,
5/21/2021,Andhra Pradesh,18435149,16893070,
5/22/2021,Andhra Pradesh,18525758,16963698,
5/23/2021,Andhra Pradesh,18617387,17036560,
5/24/2021,Andhra Pradesh,18676222,17082401,
5/25/2021,Andhra Pradesh,18749201,17140096,
5/26/2021,Andhra Pradesh,18840321,17212931,
5/27/2021,Andhra Pradesh,18924545,17280988,
5/28/2021,Andhra Pradesh,19009047,17351061,
5/29/2021,Andhra Pradesh,19088611,17416869,
5/30/2021,Andhra Pradesh,19172843,17487701,
5/31/2021,Andhra Pradesh,19256304,17563219,
6/1/2021,Andhra Pradesh,19350008,15858831,
6/2/2021,Andhra Pradesh,19448056,17730900,
6/3/2021,Andhra Pradesh,19534279,17805702,
6/4/2021,Andhra Pradesh,19619590,17880600,
6/5/2021,Andhra Pradesh,19708031,,
6/6/2021,Andhra Pradesh,19791721,18033382,
6/7/2021,Andhra Pradesh,19856521,18093310,
6/8/2021,Andhra Pradesh,19946253,18175246,
6/9/2021,Andhra Pradesh,20039764,18259991,
6/10/2021,Andhra Pradesh,20137627,18349744,
6/11/2021,Andhra Pradesh,20239490,18443368,
6/12/2021,Andhra Pradesh,20348106,18545032,
6/13/2021,Andhra Pradesh,20450982,18641138,
6/14/2021,Andhra Pradesh,20538738,18724345,
6/15/2021,Andhra Pradesh,20634891,18814757,
6/16/2021,Andhra Pradesh,20736435,18909684,
6/17/2021,Andhra Pradesh,20839147,19006245,
6/18/2021,Andhra Pradesh,20946911,19107488,
6/19/2021,Andhra Pradesh,21050846,19205929,
6/20/2021,Andhra Pradesh,21150847,19300284,
6/21/2021,Andhra Pradesh,21205849,19352666,
6/22/2021,Andhra Pradesh,21280302,19422950,
6/23/2021,Andhra Pradesh,21361014,19498978,
6/24/2021,Andhra Pradesh,21449636,19582619,
6/25/2021,Andhra Pradesh,21541485,19670010,
6/26/2021,Andhra Pradesh,21637606,19761984,
6/27/2021,Andhra Pradesh,21732933,19853061,
6/28/2021,Andhra Pradesh,21804691,19922595,
6/29/2021,Andhra Pradesh,21895922,20010206,
6/30/2021,Andhra Pradesh,21993618,20104105,
7/1/2021,Andhra Pradesh,22084192,20190838,
7/2/2021,Andhra Pradesh,22177951,20281133,
7/3/2021,Andhra Pradesh,22268483,20368735,
7/4/2021,Andhra Pradesh,22363078,20460155,
7/5/2021,Andhra Pradesh,22435809,20530786,
7/6/2021,Andhra Pradesh,22524187,20616122,
7/7/2021,Andhra Pradesh,22608072,,
7/8/2021,Andhra Pradesh,22699142,20784929,
7/9/2021,Andhra Pradesh,22799245,20881992,
7/10/2021,Andhra Pradesh,22894611,20974433,
7/11/2021,Andhra Pradesh,22986288,21063445,
7/12/2021,Andhra Pradesh,23048945,21124524,
7/13/2021,Andhra Pradesh,23130708,21203720,
7/14/2021,Andhra Pradesh,23220912,21291333,
7/15/2021,Andhra Pradesh,23314697,2023364,
7/16/2021,Andhra Pradesh,23396437,21461987,
7/17/2021,Andhra Pradesh,23488031,21550909,
7/18/2021,Andhra Pradesh,23593055,21652959,
7/19/2021,Andhra Pradesh,23664207,21722483,
7/20/2021,Andhra Pradesh,23752356,21808134,
7/21/2021,Andhra Pradesh,23838636,21891887,
7/22/2021,Andhra Pradesh,23909363,,
7/23/2021,Andhra Pradesh,23975283,,
7/24/2021,Andhra Pradesh,24050103,22097590,
7/25/2021,Andhra Pradesh,24134961,,
7/26/2021,Andhra Pradesh,24192633,22236241,
7/27/2021,Andhra Pradesh,24253931,22295999,
7/28/2021,Andhra Pradesh,24324626,22364684,
7/29/2021,Andhra Pradesh,24403410,22441361,
7/30/2021,Andhra Pradesh,24484051,22519934,
7/31/2021,Andhra Pradesh,24563043,22596868,
8/1/2021,Andhra Pradesh,24648899,22680437,
8/2/2021,Andhra Pradesh,24708540,22738532,
8/3/2021,Andhra Pradesh,24778146,22806592,
8/4/2021,Andhra Pradesh,24863968,22889972,
8/5/2021,Andhra Pradesh,24946265,22970124,
8/6/2021,Andhra Pradesh,25027770,23049420,
8/7/2021,Andhra Pradesh,25108146,23127888,
8/8/2021,Andhra Pradesh,25193429,23211121,
8/9/2021,Andhra Pradesh,25247884,23264163,
8/10/2021,Andhra Pradesh,25311733,23326551,
4/9/2020,Arunachal Pradesh,206,185,1
4/14/2020,Arunachal Pradesh,280,250,1
4/17/2020,Arunachal Pradesh,363,338,1
4/18/2020,Arunachal Pradesh,389,358,1
4/20/2020,Arunachal Pradesh,439,405,1
4/21/2020,Arunachal Pradesh,454,433,1
4/22/2020,Arunachal Pradesh,496,441,2
4/24/2020,Arunachal Pradesh,526,508,2
4/26/2020,Arunachal Pradesh,568,529,2
4/27/2020,Arunachal Pradesh,584,566,2
4/28/2020,Arunachal Pradesh,610,581,2
4/29/2020,Arunachal Pradesh,662,595,2
4/30/2020,Arunachal Pradesh,694,656,2
5/1/2020,Arunachal Pradesh,724,692,2
5/3/2020,Arunachal Pradesh,810,761,2
5/4/2020,Arunachal Pradesh,869,762,2
5/5/2020,Arunachal Pradesh,970,814,2
5/6/2020,Arunachal Pradesh,1039,857,2
5/7/2020,Arunachal Pradesh,1144,952,2
5/8/2020,Arunachal Pradesh,1354,1015,2
5/9/2020,Arunachal Pradesh,1597,1266,2
5/10/2020,Arunachal Pradesh,1823,1363,2
5/11/2020,Arunachal Pradesh,2078,1538,2
5/12/2020,Arunachal Pradesh,2257,1798,2
5/13/2020,Arunachal Pradesh,2483,1902,2
5/14/2020,Arunachal Pradesh,2677,2233,2
5/15/2020,Arunachal Pradesh,2942,2546,2
5/16/2020,Arunachal Pradesh,3163,2861,2
5/17/2020,Arunachal Pradesh,3349,2966,2
5/18/2020,Arunachal Pradesh,3662,3166,2
5/19/2020,Arunachal Pradesh,3941,3392,2
5/20/2020,Arunachal Pradesh,4157,3710,2
5/21/2020,Arunachal Pradesh,4438,3963,2
5/22/2020,Arunachal Pradesh,4844,4211,2
5/23/2020,Arunachal Pradesh,5206,4340,2
5/24/2020,Arunachal Pradesh,5428,4552,2
5/25/2020,Arunachal Pradesh,5997,4941,2
5/26/2020,Arunachal Pradesh,6319,5083,2
